Code,Dataset,BIOME,Species,GF,Decid.E.green,Needle.Broad.lf,C3C4,N2.fixer,log.LL,log.LMA,log.Nmass,log.Narea,log.Pmass,log.Parea,log.Amass,log.Aarea,log.Gs,log.Rdmass,log.Rdarea,Ca...Ci
1706,Pyankov_Urals_Yekaterinburg,BOREAL,Chamaenerion angustifolium,H,,B,C3,N,NA,1.56,0.521,0.078,NA,NA,NA,NA,NA,NA,NA,NA
1707,Pyankov_Urals_Yekaterinburg,BOREAL,Plantago media,H,,,,N,NA,1.58,0.262,-0.066,NA,NA,NA,NA,NA,NA,NA,NA
1708,Pyankov_Urals_Yekaterinburg,BOREAL,Polygala sibirica,H,,,,N,NA,1.84,0.267,0.108,NA,NA,NA,NA,NA,NA,NA,NA
1709,Pyankov_Urals_Yekaterinburg,BOREAL,Polygala vulgaris,H,,,,N,NA,1.83,0.376,0.184,NA,NA,NA,NA,NA,NA,NA,NA
1710,Pyankov_Urals_Yekaterinburg,BOREAL,Polygonum bistorta,H,,B,C3,N,NA,1.38,0.321,-0.299,NA,NA,NA,NA,NA,NA,NA,NA
1711,Pyankov_Urals_Yekaterinburg,BOREAL,Rumex acetosella,H,,,,N,NA,1.83,0.225,0.055,NA,NA,NA,NA,NA,NA,NA,NA
1712,Pyankov_Urals_Yekaterinburg,BOREAL,Trientalis europaea,H,,,,N,NA,1.35,0.56,0.012,NA,NA,NA,NA,NA,NA,NA,NA
1713,Pyankov_Urals_Yekaterinburg,BOREAL,Adonis vernalis,H,,,,N,NA,1.84,0.449,0.289,NA,NA,NA,NA,NA,NA,NA,NA
1714,Pyankov_Urals_Yekaterinburg,BOREAL,Anemone sylvestris,H,,,,N,NA,1.71,0.373,0.07,NA,NA,NA,NA,NA,NA,NA,NA
1715,Pyankov_Urals_Yekaterinburg,BOREAL,Aquilegia vulgaris,H,,,,N,NA,1.53,0.365,-0.104,NA,NA,NA,NA,NA,NA,NA,NA
1716,Pyankov_Urals_Yekaterinburg,BOREAL,Caltha palustris,H,,B,C3,N,NA,1.45,0.632,-0.067,NA,NA,NA,NA,NA,NA,NA,NA
1717,Pyankov_Urals_Yekaterinburg,BOREAL,Thalictrum simplex,H,,,,N,NA,1.64,0.4,-0.039,NA,NA,NA,NA,NA,NA,NA,NA
1718,Pyankov_Urals_Yekaterinburg,BOREAL,Trollius europaeus,H,,B,C3,N,NA,1.63,0.62,0.254,NA,NA,NA,NA,NA,NA,NA,NA
1719,Pyankov_Urals_Yekaterinburg,BOREAL,Filipendula ulmaria,H,,B,C3,N,NA,1.73,0.272,-0.127,NA,NA,NA,NA,NA,NA,NA,NA
1720,Pyankov_Urals_Yekaterinburg,BOREAL,Filipendula vulgaris,H,,,,N,NA,1.67,0.279,-0.17,NA,NA,NA,NA,NA,NA,NA,NA
1721,Pyankov_Urals_Yekaterinburg,BOREAL,Fragaria vesca,H,,,,N,NA,1.41,0.302,-0.22,NA,NA,NA,NA,NA,NA,NA,NA
1722,Pyankov_Urals_Yekaterinburg,BOREAL,Fragaria viridis,H,,,,N,NA,1.71,0.262,-0.165,NA,NA,NA,NA,NA,NA,NA,NA
1723,Pyankov_Urals_Yekaterinburg,BOREAL,Potentilla erecta,H,,,,N,NA,1.51,0.348,-0.301,NA,NA,NA,NA,NA,NA,NA,NA
1724,Pyankov_Urals_Yekaterinburg,BOREAL,Sanguisorba officinalis,H,,,,N,NA,1.48,0.276,-0.314,NA,NA,NA,NA,NA,NA,NA,NA
1725,Pyankov_Urals_Yekaterinburg,BOREAL,Galium boreale,H,,,,N,NA,1.83,0.312,0.145,NA,NA,NA,NA,NA,NA,NA,NA
1726,Pyankov_Urals_Yekaterinburg,BOREAL,Galium mollugo,H,,,,N,NA,1.41,0.469,-0.224,NA,NA,NA,NA,NA,NA,NA,NA
1727,Pyankov_Urals_Yekaterinburg,BOREAL,Galium verum,H,,,,N,NA,1.53,0.147,-0.324,NA,NA,NA,NA,NA,NA,NA,NA
1728,Pyankov_Urals_Yekaterinburg,BOREAL,Chrysosplenium alternifolium,H,,,,N,NA,1.26,0.376,-0.323,NA,NA,NA,NA,NA,NA,NA,NA
1729,Pyankov_Urals_Yekaterinburg,BOREAL,Digitalis grandiflora,H,,,,N,NA,1.52,0.334,-0.255,NA,NA,NA,NA,NA,NA,NA,NA
1730,Pyankov_Urals_Yekaterinburg,BOREAL,Verbascum thapsus,H,,,,N,NA,1.47,0.443,-0.058,NA,NA,NA,NA,NA,NA,NA,NA
1731,Pyankov_Urals_Yekaterinburg,BOREAL,Veronica chamaedrys,H,,B,C3,N,NA,1.51,0.248,-0.377,NA,NA,NA,NA,NA,NA,NA,NA
1732,Pyankov_Urals_Yekaterinburg,BOREAL,Veronica longifolia,H,,,,N,NA,1.8,0.242,-0.072,NA,NA,NA,NA,NA,NA,NA,NA
1733,Pyankov_Urals_Yekaterinburg,BOREAL,Veronica spicata,H,,,,N,NA,1.89,0.283,0.174,NA,NA,NA,NA,NA,NA,NA,NA
1734,Pyankov_Urals_Yekaterinburg,BOREAL,Viola canina,H,,,,N,NA,1.52,0.615,0.137,NA,NA,NA,NA,NA,NA,NA,NA
1735,Pyankov_Urals_Yekaterinburg,BOREAL,Viola mirabilis,H,,,,N,NA,1.23,0.272,-0.495,NA,NA,NA,NA,NA,NA,NA,NA
1736,Pyankov_Urals_Yekaterinburg,BOREAL,Allium rubens,H,,,,N,NA,2.05,0.235,0.289,NA,NA,NA,NA,NA,NA,NA,NA
1737,Pyankov_Urals_Yekaterinburg,BOREAL,Allium strictum,H,,,,N,NA,1.92,0.238,0.459,NA,NA,NA,NA,NA,NA,NA,NA
1738,Pyankov_Urals_Yekaterinburg,BOREAL,Calla palustre,H,,,,N,NA,1.52,0.615,-0.018,NA,NA,NA,NA,NA,NA,NA,NA
1739,Pyankov_Urals_Yekaterinburg,BOREAL,Convallaria majalis,H,,,,N,NA,1.37,0.582,-0.043,NA,NA,NA,NA,NA,NA,NA,NA
1740,Pyankov_Urals_Yekaterinburg,BOREAL,Maianthemum bifolium,H,,,,N,NA,1.41,0.396,-0.189,NA,NA,NA,NA,NA,NA,NA,NA
1741,Pyankov_Urals_Yekaterinburg,BOREAL,Polygonatum officinale,H,,,,N,NA,1.42,0.453,0.004,NA,NA,NA,NA,NA,NA,NA,NA
1742,Pyankov_Urals_Yekaterinburg,BOREAL,Lilium martagon,H,,,,N,NA,1.59,0.575,0.164,NA,NA,NA,NA,NA,NA,NA,NA
1743,Pyankov_Urals_Yekaterinburg,BOREAL,Neottianthe cucullata,H,,,,N,NA,1.34,0.581,-0.097,NA,NA,NA,NA,NA,NA,NA,NA
1744,Pyankov_Urals_Yekaterinburg,BOREAL,Platanthera bifolia,H,,,,N,NA,1.55,0.42,-0.03,NA,NA,NA,NA,NA,NA,NA,NA
1745,Pyankov_Urals_Yekaterinburg,BOREAL,Linnaea borealis,S,,,,N,NA,1.48,0.053,-0.261,NA,NA,NA,NA,NA,NA,NA,NA
1746,Pyankov_Urals_Yekaterinburg,BOREAL,Genista tinctoria,S,,,,Y,NA,1.78,0.494,0.424,NA,NA,NA,NA,NA,NA,NA,NA
1747,Pyankov_Urals_Yekaterinburg,BOREAL,Moneses uniflora,S,,,,N,NA,1.76,0.31,0.063,NA,NA,NA,NA,NA,NA,NA,NA
1748,Pyankov_Urals_Yekaterinburg,BOREAL,Orthilia secunda,S,,B,C3,N,NA,1.93,0.173,-0.033,NA,NA,NA,NA,NA,NA,NA,NA
1749,Pyankov_Urals_Yekaterinburg,BOREAL,Pyrola media,S,,,,N,NA,1.69,0.182,-0.131,NA,NA,NA,NA,NA,NA,NA,NA
1750,Pyankov_Urals_Yekaterinburg,BOREAL,Pyrola minor,S,,,,N,NA,1.53,0.201,-0.272,NA,NA,NA,NA,NA,NA,NA,NA
1751,Pyankov_Urals_Yekaterinburg,BOREAL,Pyrola rotundifolia,S,,,,N,NA,1.69,0.161,-0.148,NA,NA,NA,NA,NA,NA,NA,NA
1752,Pyankov_Urals_Yekaterinburg,BOREAL,Vaccinium myrtillus,S,D,B,C3,N,NA,1.36,0.344,-0.296,NA,NA,NA,NA,NA,NA,NA,NA
1753,Pyankov_Urals_Yekaterinburg,BOREAL,Sparganium erectum,H,,,,N,NA,1.74,0.446,0.183,NA,NA,NA,NA,NA,NA,NA,NA
1754,Pyankov_Urals_Yekaterinburg,BOREAL,Typha latifolia,H,,,,N,NA,2.1,0.498,0.594,NA,NA,NA,NA,NA,NA,NA,NA
1755,Reichetal_Colorado,TEMP_FOR,Abies lasiocarpa,T,E,N,C3,N,1.98,2.41,0.013,0.418,NA,NA,1.06,0.47,1.91,0.54,-0.06,87.7
1756,Reichetal_Colorado,TEMP_FOR,Acomastylis rosii,H,,B,C3,N,0.3,1.92,0.398,0.322,NA,NA,2.08,1.03,2.83,1.32,0.24,34.8
1757,Reichetal_Colorado,TEMP_FOR,Arctostaphylos uva-ursi,S,E,B,C3,N,1.26,2.11,0.09,0.196,NA,NA,1.5,0.64,2.28,0.72,-0.17,56
1758,Reichetal_Colorado,TEMP_FOR,Bistorta bistortoides,H,,B,C3,N,0.3,1.92,0.591,0.508,NA,NA,2.13,1.05,2.71,1.45,0.37,48.8
1759,Reichetal_Colorado,TEMP_FOR,Picea engelmanii,T,E,N,C3,N,1.95,2.49,0.013,0.498,NA,NA,1.06,0.55,1.98,0.51,-0.01,87
1760,Reichetal_Colorado,TEMP_FOR,Pinus flexilis,T,E,N,C3,N,1.56,2.56,0.049,0.613,NA,NA,1.41,0.99,2.41,0.6,0.17,91.4
1761,Reichetal_Colorado,TEMP_FOR,Psychrophila leptosepala,H,,B,C3,N,0.4,1.9,0.462,0.362,NA,NA,2.04,0.94,2.66,1.18,0.08,45.7
1762,Reichetal_Colorado,TEMP_FOR,Salix glauca,T,D,B,C3,N,0.48,1.91,0.42,0.331,NA,NA,2.09,1.01,2.68,1.25,0.16,48.8
1763,Reichetal_Colorado,TEMP_FOR,Salix planifolia,T,,B,C3,N,0.48,1.91,0.427,0.337,NA,NA,2.18,1.09,2.73,1.39,0.3,52.6
1764,Reichetal_Colorado,TEMP_FOR,Vaccinium myrtillus,S,D,B,C3,N,0.54,1.77,0.369,0.136,NA,NA,2.02,0.79,2.4,1.03,-0.21,59.6
1765,Reichetal_N_Carolina,TEMP_FOR,Acer rubrum,T,D,B,C3,N,0.72,1.8,0.264,0.06,NA,NA,2.1,0.89,2.37,1.11,-0.1,76.7
1766,Reichetal_N_Carolina,TEMP_FOR,Eupatorium rugesum,H,,B,C3,N,0.68,1.33,0.593,-0.078,NA,NA,2.58,0.84,2.35,1.65,-0.02,73.6
1767,Reichetal_N_Carolina,TEMP_FOR,Galax aphylla,H,,B,C3,N,1.26,1.9,-0.051,-0.148,NA,NA,1.89,0.69,1.94,0.99,-0.11,136.2
1768,Reichetal_N_Carolina,TEMP_FOR,Helianthus microcephalus,H,,B,C3,N,0.61,1.6,0.418,0.019,NA,NA,2.41,1.02,2.73,1.55,0.15,45.6
1769,Reichetal_N_Carolina,TEMP_FOR,Kalmia latifolia,T,E,B,C3,N,1.56,2.02,0.061,0.085,NA,NA,1.64,0.68,2.24,0.95,-0.03,66.4
1770,Reichetal_N_Carolina,TEMP_FOR,Liriodendron tulipifera,T,D,B,C3,N,0.72,1.78,0.35,0.133,NA,NA,2.23,1.01,2.65,1.15,-0.07,52.4
1771,Reichetal_N_Carolina,TEMP_FOR,Pinus rigida,T,E,N,C3,N,1.52,2.31,0.064,0.375,NA,NA,1.75,1.05,2.5,0.72,0.03,83.7
1772,Reichetal_N_Carolina,TEMP_FOR,Pinus strobus,T,E,N,C3,N,1.32,2.04,0.13,0.167,NA,NA,1.7,0.78,2.3,0.72,-0.25,73.6
1773,Reichetal_N_Carolina,TEMP_FOR,Podophyllum peltatum,H,,B,C3,N,0.48,1.49,0.618,0.109,NA,NA,2.42,0.81,2.23,1.43,-0.08,95.1
1774,Reichetal_N_Carolina,TEMP_FOR,Quercus coccinea,T,D,B,C3,N,0.76,1.93,0.238,0.166,NA,NA,2.05,0.99,2.53,1.06,-0.01,66.1
1775,Reichetal_N_Carolina,TEMP_FOR,Rhododendron maximum,T,E,B,C3,N,1.68,2.31,-0.066,0.245,NA,NA,1.53,0.84,2.13,0.58,-0.11,123.3
1776,Reichetal_N_Carolina,TEMP_FOR,Robinia pseudoacacia,T,D,B,C3,Y,0.66,1.58,0.636,0.215,NA,NA,2.39,0.97,2.47,1.51,0.08,77.6
1777,Reichetal_N_Carolina,TEMP_FOR,Tsuga canadensis,T,E,N,C3,N,1.78,2.09,-0.004,0.084,NA,NA,1.64,0.74,2.15,0.49,-0.42,94.3
1778,Reichetal_N_Carolina,TEMP_FOR,Veratrum parviflorum,H,,B,C3,N,0.56,1.53,NA,NA,NA,NA,2.16,0.64,2.12,1.27,-0.2,80.1
1779,Reichetal_New_Mexico,WLAND,Atriplex canescens,H,,B,C3,N,0.85,2.4,0.322,0.723,NA,NA,1.9,1.23,2.54,1.09,0.49,115.3
1780,Reichetal_New_Mexico,WLAND,Baccharis angustifolia,T,,B,C3,N,0.4,1.98,0.29,0.269,NA,NA,2.3,1.27,2.76,1.24,0.22,73.1
1781,Reichetal_New_Mexico,WLAND,Eleagnus angustifolia,T,,B,C3,N,0.48,1.91,0.6,0.506,NA,NA,2.24,1.15,2.61,1.37,0.28,80.1
1782,Reichetal_New_Mexico,WLAND,Gutierrezia sarothrae,S,,B,C3,N,0.78,2.47,0.225,0.695,NA,NA,1.77,1.17,2.81,1.16,0.63,52.4
1783,Reichetal_New_Mexico,WLAND,Juniperus monosperma,T,E,N,C3,N,1.89,2.89,0.068,0.961,NA,NA,1.06,0.89,2.18,0.68,0.57,122.2
1784,Reichetal_New_Mexico,WLAND,Larrea tridentata,S,E,B,C3,N,1.08,2.4,0.288,0.69,NA,NA,1.93,1.26,2.52,0.89,0.29,133.6
1785,Reichetal_New_Mexico,WLAND,Pinus edulis,T,E,N,C3,N,1.82,2.61,0.025,0.636,NA,NA,1.1,0.61,2.01,NA,NA,98.4
1786,Reichetal_New_Mexico,WLAND,Populus fremontii,T,,B,C3,N,0.48,2.08,0.22,0.297,NA,NA,2.08,1.16,2.69,1.16,0.24,66.1
1787,Reichetal_New_Mexico,WLAND,Prosopis glandulosa,T,,B,C3,Y,0.85,2.29,0.396,0.687,NA,NA,1.96,1.25,2.56,0.94,0.18,115.7
1788,Reichetal_New_Mexico,WLAND,Quercus turbinella,T,,B,C3,N,0.9,2.18,0.188,0.368,NA,NA,NA,NA,NA,1.19,0.37,NA
1789,Reichetal_S_Carolina,TEMP_FOR,Lyonia lucida,S,E,B,C3,N,1.29,2.38,-0.036,0.34,NA,NA,1.43,0.79,2.27,0.76,0.14,80.4
1790,Reichetal_S_Carolina,TEMP_FOR,Persea borbonia,S,E,B,C3,N,1.26,2.05,0.215,0.261,NA,NA,1.79,0.83,2.31,0.83,-0.13,80.9
1791,Reichetal_S_Carolina,TEMP_FOR,Pinus palustris,T,E,N,C3,N,1.51,2.41,-0.086,0.321,NA,NA,1.22,0.59,1.83,0.56,-0.04,144.5
1792,Reichetal_S_Carolina,TEMP_FOR,Pinus serotina,T,E,N,C3,N,1.43,2.44,-0.086,0.359,NA,NA,1.2,0.61,1.97,0.7,0.08,104.6
1793,Reichetal_S_Carolina,TEMP_FOR,Pterocaulon pycnostachyum,H,,B,C3,N,0.71,1.91,0.294,0.202,NA,NA,2.01,0.89,2.56,1.19,0.1,48.7
1794,Reichetal_S_Carolina,TEMP_FOR,Quercus laevis,T,D,B,C3,N,0.88,2.01,0.061,0.071,NA,NA,1.82,0.83,2.26,0.8,-0.19,91
1795,Reichetal_S_Carolina,TEMP_FOR,Quercus virginia var geminata,T,,B,C3,N,1.04,2.2,0.188,0.389,NA,NA,1.91,1.11,2.56,0.76,-0.04,84
1796,Reichetal_S_Carolina,TEMP_FOR,Taxodium distichum,T,,N,C3,N,0.81,2.11,0.076,0.183,NA,NA,1.81,0.92,2.45,1.01,0.08,69.8
1797,Reichetal_S_Carolina,TEMP_FOR,Vaccinium arboreum,S,,B,C3,N,1.04,2.1,0.083,0.179,NA,NA,1.72,0.81,2.22,0.81,-0.1,95.1
1798,Reichetal_S_Carolina,TEMP_FOR,Vaccinium corymbosum,S,,B,C3,N,0.88,2.01,0.09,0.099,NA,NA,1.78,0.79,2.16,1.1,0.11,105.4
1799,Reichetal_Venezuela,TROP_RF,Aspidosperma album,T,E,B,C3,N,1.52,2.08,0.029,0.112,NA,NA,1.72,0.81,2.61,NA,NA,38.7
1800,Reichetal_Venezuela,TROP_RF,Bellucia grossularioides,T,,B,C3,N,0.92,2.11,0.228,0.335,NA,NA,2.05,1.15,3.23,0.9,0,17.6
1801,Reichetal_Venezuela,TROP_RF,Caraipa heterocarpa,T,E,B,C3,N,1.59,2.17,-0.032,0.137,NA,NA,1.59,0.76,2.38,NA,NA,55.8
1802,Reichetal_Venezuela,TROP_RF,Cecropia ficifolia,T,,B,C3,N,0.43,1.84,0.393,0.233,NA,NA,2.4,1.25,3.36,1.26,0.1,14
1803,Reichetal_Venezuela,TROP_RF,Clidemia sericea,T,,B,C3,N,0.71,1.9,0.217,0.116,NA,NA,2.06,0.96,2.78,NA,NA,35
1804,Reichetal_Venezuela,TROP_RF,Eperua leucantha,T,E,B,C3,Y,1.64,2.02,0.097,0.119,NA,NA,1.55,0.56,2.24,NA,NA,52.6
1805,Reichetal_Venezuela,TROP_RF,Eperua purpurea,T,E,B,C3,Y,1.63,NA,0.182,NA,NA,NA,1.74,NA,2.32,NA,NA,NA
1806,Reichetal_Venezuela,TROP_RF,Goupia glabra,T,,B,C3,N,1.06,1.89,0.179,0.065,NA,NA,2,0.89,2.48,NA,NA,63.2
1807,Reichetal_Venezuela,TROP_RF,Leguminosae sp,T,E,B,C3,N,1.7,2.14,0.33,0.472,NA,NA,1.68,0.82,2.37,NA,NA,70.5
1808,Reichetal_Venezuela,TROP_RF,Licania heteromorpha,T,E,B,C3,N,1.6,2.17,0.114,0.286,NA,NA,1.73,0.9,2.58,0.72,-0.11,48.8
1809,Reichetal_Venezuela,TROP_RF,Manihot esculenta,S,,B,C3,N,0.18,1.56,0.6,0.16,NA,NA,2.67,1.23,3.05,1.52,0.08,31.5
1810,Reichetal_Venezuela,TROP_RF,Miconia dispar,T,,B,C3,N,1.08,2.04,0.201,0.246,NA,NA,1.96,1.01,3,0.72,-0.24,20.9
1811,Reichetal_Venezuela,TROP_RF,Micrandra sprucei,T,E,B,C3,N,1.7,2.23,0.033,0.267,NA,NA,1.64,0.87,2.47,NA,NA,59.6
1812,Reichetal_Venezuela,TROP_RF,Micropholis magueirei,T,E,B,C3,N,1.7,2.26,-0.097,0.16,NA,NA,NA,NA,NA,NA,NA,NA
1813,Reichetal_Venezuela,TROP_RF,Neea obovata,T,,B,C3,N,1.08,1.99,0.265,0.252,NA,NA,1.81,0.81,2.68,NA,NA,31.5
1814,Reichetal_Venezuela,TROP_RF,Ocotea costulata,T,E,B,C3,N,1.59,2.11,0.176,0.291,NA,NA,1.65,0.77,2.52,0.7,-0.19,41.9
1815,Reichetal_Venezuela,TROP_RF,Protium sp1,T,E,B,C3,N,1.52,2.06,-0.066,-0.003,NA,NA,1.54,0.61,2.51,0.78,-0.16,27.8
1816,Reichetal_Venezuela,TROP_RF,Protium sp2,T,E,B,C3,N,1.54,2.09,0.248,0.334,NA,NA,1.83,0.91,2.58,0.76,-0.15,52.8
1817,Reichetal_Venezuela,TROP_RF,Protium sp3,T,E,B,C3,N,1.71,2.24,0.013,0.249,NA,NA,1.52,0.75,2.44,NA,NA,48.8
1818,Reichetal_Venezuela,TROP_RF,Retiniphyllum truncatum,T,E,B,C3,N,1.22,2.08,-0.167,-0.086,NA,NA,1.67,0.75,2.69,NA,NA,28.1
1819,Reichetal_Venezuela,TROP_RF,Rhodognaphalopsis humilis,T,E,B,C3,N,1.38,2.12,-0.108,0.016,NA,NA,1.67,0.79,2.84,NA,NA,21.1
1820,Reichetal_Venezuela,TROP_RF,Solanum straminifolia,T,,B,C3,N,0.3,1.54,0.593,0.135,NA,NA,2.58,1.13,3.19,1.53,0.07,17.5
1821,Reichetal_Venezuela,TROP_RF,Vismia japurensis,T,,B,C3,N,0.84,1.98,0.215,0.192,NA,NA,2.15,1.11,2.99,0.97,-0.05,27.9
1822,Reichetal_Venezuela,TROP_RF,Vismia lauriformis,T,,B,C3,N,0.65,1.94,0.253,0.195,NA,NA,2.2,1.14,2.95,1.04,-0.02,35
1823,Reichetal_Wisconsin,TEMP_FOR,Acer rubrum,T,D,B,C3,N,0.74,1.78,0.322,0.102,NA,NA,2.03,0.81,NA,1.09,-0.13,NA
1824,Reichetal_Wisconsin,TEMP_FOR,Acer saccharum,T,D,B,C3,N,0.74,1.9,0.267,0.17,NA,NA,2,0.88,NA,0.85,-0.25,NA
1825,Reichetal_Wisconsin,TEMP_FOR,Andromeda glaucophylla,S,E,B,C3,N,1.11,2.12,0.143,0.264,NA,NA,1.85,0.97,2.49,NA,NA,69.5
1826,Reichetal_Wisconsin,TEMP_FOR,Arisaema triphyllum,H,,B,C3,N,NA,1.42,0.803,0.224,NA,NA,NA,NA,1.95,NA,NA,NA
1827,Reichetal_Wisconsin,TEMP_FOR,Baptisia leucophaea,H,,B,C3,Y,0.54,1.97,0.555,0.529,NA,NA,2.2,1.17,2.68,1.56,0.53,73.6
1828,Reichetal_Wisconsin,TEMP_FOR,Betula nigra,T,,B,C3,N,0.72,1.93,0.358,0.286,NA,NA,2.07,1,2.47,NA,NA,80.4
1829,Reichetal_Wisconsin,TEMP_FOR,Betula pumilla,T,,B,C3,N,0.78,2.03,0.179,0.21,NA,NA,1.83,0.86,2.41,NA,NA,69.8
1830,Reichetal_Wisconsin,TEMP_FOR,Carya ovata,T,D,B,C3,N,0.75,1.95,0.297,0.247,NA,NA,1.96,0.92,2.5,NA,NA,63
1831,Reichetal_Wisconsin,TEMP_FOR,Caulophyllum thalictroides,H,,B,C3,N,NA,1.37,0.765,0.137,NA,NA,2.4,0.77,2.13,NA,NA,109.2
1832,Reichetal_Wisconsin,TEMP_FOR,Celtis occidentalis,T,,B,C3,N,0.74,1.92,0.378,0.296,NA,NA,2.07,0.99,2.61,NA,NA,55.8
1833,Reichetal_Wisconsin,TEMP_FOR,Chamaedaphne calyculata,S,E,B,C3,N,1.11,1.94,0.076,0.015,NA,NA,1.85,0.79,2.48,NA,NA,49
1834,Reichetal_Wisconsin,TEMP_FOR,Cornus florida,T,D,B,C3,N,0.75,1.97,0.146,0.113,NA,NA,1.93,0.86,NA,NA,NA,NA
1835,Reichetal_Wisconsin,TEMP_FOR,Cornus racemosa,S,,B,C3,N,0.78,1.91,0.161,0.071,NA,NA,1.98,0.85,2.4,NA,NA,66.4
1836,Reichetal_Wisconsin,TEMP_FOR,Dentaria laciniata,H,,B,C3,N,0.04,1.53,0.724,0.252,NA,NA,2.64,1.15,2.36,NA,NA,150.9
1837,Reichetal_Wisconsin,TEMP_FOR,Echinacea purpurea,H,,B,C3,N,0.6,1.89,0.176,0.067,NA,NA,2.09,0.99,2.68,1.24,0.13,49.2
1838,Reichetal_Wisconsin,TEMP_FOR,Erythronium americanum,H,,B,C3,N,0.28,1.65,0.623,0.277,NA,NA,2.42,1.08,2.56,1.72,0.37,76.7
1839,Reichetal_Wisconsin,TEMP_FOR,Fraxinus americana,T,D,B,C3,N,0.76,1.86,0.297,0.157,NA,NA,2.08,0.93,2.61,NA,NA,48.8
1840,Reichetal_Wisconsin,TEMP_FOR,Ilex verticillata,S,,B,C3,N,0.78,1.96,0.19,0.147,NA,NA,1.86,0.82,2.33,NA,NA,73.4
1841,Reichetal_Wisconsin,TEMP_FOR,Juglans nigra,T,,B,C3,N,0.7,1.52,0.471,-0.013,NA,NA,2.24,0.76,2.21,NA,NA,87.7
1842,Reichetal_Wisconsin,TEMP_FOR,Juniperus virginiana,T,,N,C3,N,NA,2.52,0.215,0.738,NA,NA,1.52,0.81,NA,NA,NA,NA
1843,Reichetal_Wisconsin,TEMP_FOR,Larix decidua,T,D,N,C3,N,0.78,1.86,0.322,0.179,NA,NA,2.01,0.95,2.4,NA,NA,83.7
1844,Reichetal_Wisconsin,TEMP_FOR,Larix laricina,T,,N,C3,N,0.78,2.08,0.155,0.235,NA,NA,1.72,0.83,2.65,NA,NA,35
1845,Reichetal_Wisconsin,TEMP_FOR,Lonicera bella,S,,B,C3,N,0.83,1.92,0.279,0.2,NA,NA,2.07,0.99,2.51,NA,NA,73.6
1846,Reichetal_Wisconsin,TEMP_FOR,Picea glauca,T,E,N,C3,N,1.78,2.46,0.093,0.549,NA,NA,1.36,0.82,2.28,0.6,0.06,84
1847,Reichetal_Wisconsin,TEMP_FOR,Picea mariana,T,E,N,C3,N,1.78,2.47,0.083,0.551,NA,NA,1.57,0.96,NA,NA,NA,NA
1848,Reichetal_Wisconsin,TEMP_FOR,Pinus banksiana,T,E,N,C3,N,1.43,2.39,0.093,0.481,NA,NA,1.49,0.88,2.36,0.78,0.17,80.9
1849,Reichetal_Wisconsin,TEMP_FOR,Pinus resinosa,T,E,N,C3,N,1.56,2.47,0.068,0.537,NA,NA,1.38,0.8,NA,NA,NA,NA
1850,Reichetal_Wisconsin,TEMP_FOR,Pinus strobus,T,E,N,C3,N,1.32,2.13,0.23,0.361,NA,NA,1.65,0.78,2.31,0.67,-0.2,69.5
1851,Reichetal_Wisconsin,TEMP_FOR,Pinus sylvestris,T,E,N,C3,N,1.43,2.47,0.143,0.612,NA,NA,1.54,1.01,NA,0.79,0.26,NA
1852,Reichetal_Wisconsin,TEMP_FOR,Podophyllum peltatum,H,,B,C3,N,0.48,1.51,0.65,0.16,NA,NA,2.39,0.9,2.21,NA,NA,115.3
1853,Reichetal_Wisconsin,TEMP_FOR,Populus deltoides,T,D,B,C3,N,0.7,1.96,0.373,0.332,NA,NA,2.21,1.17,2.77,1.15,0.1,55.8
1854,Reichetal_Wisconsin,TEMP_FOR,Populus tremuloides,T,D,B,C3,N,0.7,1.92,0.344,0.262,NA,NA,2.15,1.08,2.63,1.35,0.27,66.9
1855,Reichetal_Wisconsin,TEMP_FOR,Prunus serotina,T,D,B,C3,N,0.74,2,0.316,0.32,NA,NA,2.1,1.07,NA,NA,NA,NA
1856,Reichetal_Wisconsin,TEMP_FOR,Quercus ellipsoidalis,T,,B,C3,N,0.78,2.02,0.322,0.344,NA,NA,2.1,1.12,NA,1.12,0.14,NA
1857,Reichetal_Wisconsin,TEMP_FOR,Quercus macrocarpa,T,D,B,C3,N,0.78,1.94,0.371,0.314,NA,NA,2.17,1.13,2.78,NA,NA,52.6
1858,Reichetal_Wisconsin,TEMP_FOR,Rhamnus cathartica,S,D,B,C3,N,0.83,1.94,0.362,0.301,NA,NA,2.13,1.04,2.64,NA,NA,59.6
1859,Reichetal_Wisconsin,TEMP_FOR,Sanguinaria canadensis,H,,B,C3,N,0.6,1.49,0.729,0.223,NA,NA,2.41,0.9,2.32,1.81,0.31,91
1860,Reichetal_Wisconsin,TEMP_FOR,Sarracenia purpurea,H,E,B,C3,N,1.48,2.11,0.057,0.164,NA,NA,1.36,0.47,2.16,NA,NA,49
1861,Reichetal_Wisconsin,TEMP_FOR,Silphium integrifolium,H,,B,C3,N,0.6,1.93,0.22,0.155,NA,NA,2.06,1,2.68,1.28,0.22,49
1862,Reichetal_Wisconsin,TEMP_FOR,Silphium terebinthinaceum,H,,B,C3,N,0.48,1.88,0.158,0.035,NA,NA,2.24,1.13,2.79,1.25,0.12,48.8
1863,Reichetal_Wisconsin,TEMP_FOR,Thuja occidentalis,T,E,N,C3,N,1.68,2.35,-0.119,0.229,NA,NA,1.51,0.86,2.21,NA,NA,109.2
